STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION,FISHING,FISH
227226,TARWIN RIVER EAST BRANCH @ DUMBALK NORTH,TARWIN @ DUMBALK N.,0.0,ARB,127.0,55,426838.0,5738399.0,UTM,-38.49963302,146.1609799,WGS84,9,58.0,9,Y,N,1,1969-01-08,,227,1,"estuary, perch, bream"
227227,WILKUR CREEK @ LEONGATHA,WILKUR @ LEONGATHA,0.0,ARB,106.0,55,408948.0,5750056.0,UTM,-38.3929462,145.9573587,WGS84,9,75.0,9,Y,N,1,1970-07-30,,227,0,
227231,BASS RIVER @ GLEN FORBES SOUTH,BASS @ GLEN FORBES S,0.0,ARB,233.0,55,370463.0,5741320.0,UTM,-38.46690301,145.5151703,WGS84,9,20.0,9,Y,Y,1,1973-03-30,,227,1,"bream, estuary perch, mullet"
227232,LANCE CREEK U/S LANCE CREEK RESERVOIR,LANCE CK U/S L. RES.,0.0,,14.0,55,383783.0,5738738.0,UTM,-38.49200158,145.6673833,WGS84,9,0.0,1,N,Y,1,1974-08-05,,227,0,
227236,POWLETT RIVER @ D/S FOSTER CREEK JUNCTION,POWLETT @ D/S FOSTER,0.0,ARB,228.0,55,387508.0,5731353.0,UTM,-38.55901685,145.7088978,WGS84,9,36.0,9,Y,Y,1,1979-05-18,,227,0,
227237,FRANKLIN RIVER @ TOORA,FRANKLIN @ TOORA,0.0,ARB,75.0,55,439771.0,5724088.0,UTM,-38.62956287,146.3080486,WGS84,9,64.0,9,Y,Y,1,1979-06-08,,227,0,
227239,MERRIMAN CREEK @ STRADBROKE WEST,MERRIMAN @ STRADBROK,71.868,AHD,256.0,55,492658.0,5764652.0,UTM,-38.26600905,146.9160718,WGS84,9,93.0,1,Y,N,1,1983-11-18,,227,0,
227242,MERRIMAN CREEK @ SEASPRAY TOWNSHIP,MERRIMAN @ SEASPRAY,0.0,AHD,8.0,55,516203.0,5752529.0,UTM,-38.37514934,147.1854982,WGS84,9,4.0,1,Y,N,1,1984-05-11,,227,0,
227244,DEEP CREEK @ FOSTER,DEEP CK @ FOSTER,0.0,ARB,0.0,55,432312.0,5725707.0,UTM,-38.61443578,146.22251901,WGS84,9,0.0,1,Y,N,1,1993-04-29,,227,0,
227245,LITTLE BASS RIVER @ POOWONG U/S LITTLE BASS RES.,LT. BASS RV POOWONG,0.0,ARB,0.0,55,395053.8,5753559.5,UTM,-38.3598556,145.79880788,WGS84,9,0.0,1,Y,N,1,1999-05-18,,227,1,"bream, estuary perch, mullet"
227246,COALITION CREEK,KORUMBURRA GOLF COUR,0.0,,0.0,55,396827.0,5748087.4,UTM,-38.409367,145.818297,WGS84,1,0.0,1,N,N,1,2004-06-08,,227,0,
227248,BELLVIEW CREEK U/S BELLVIEW RESERVOIR,BELLVIEW CK,0.0,,0.0,55,396367.0,5749105.0,AMG84,-38.40014519,145.81317980000003,,1,15.0,1,Y,Y,1,1999-05-18,,227,0,
227249,RUBY CREEK @ ARAWATA,RUBY CREEK ARAWATA,0.0,ARB,0.0,55,402379.0,5748848.0,AMG84,-38.40313777,145.8819819,GDA94,1,0.0,1,Y,N,1,1999-05-18,,227,0,
227251,TARRA RIVER @ TARRA WEIR OFFTAKE,TARRA R @ WEIR O/T,0.0,,0.0,55,463301.0,5741305.0,UTM,-38.47569363,146.5792734,WGS84,9,138.0,9,Y,Y,1,2004-10-27,,227,0,
227253,TARWIN R D/S FISH CK DRAIN,TARWIN RV D/S FISH C,0.0,,0.0,55,402377.5,5716499.9,UTM,-38.694604,145.877442,WGS84,9,4.0,9,N,Y,1,2001-11-08,,227,0,
227254,POWLETT R D/S WONTHAGGI,POWLETT RV WONTHAGGI,0.0,,0.0,55,374664.1,5730305.9,UTM,-38.566732,145.561338,WGS84,9,5.0,9,N,Y,1,2004-01-15,,227,0,
227258,ALBERT RIVER @ GELLIONDALE,ALBERT RV GELLIONDA,0.0,,0.0,55,462717.0,5730240.0,UTM,-38.57538504,146.57198821,WGS84,9,0.0,1,N,Y,1,2006-05-30,,227,0,
227262,TARRA RIVER @ TARRAVILLE (BREWERY CK ROAD),TARRA R @ TARRAVILLE,0.0,,0.0,55,474170.0,5726447.0,UTM,-38.60997386,146.7033269,WGS84,9,0.0,1,N,Y,1,2006-07-17,,227,0,
227264,COALITION CREEK @ LEONGATHA (SPENCERS ROAD BRIDGE),COALITION @ SPENCERS,0.0,ARB,0.0,55,409001.0,5743754.0,UTM,-38.44973718,145.95714934,WGS84,9,163.0,9,Y,N,1,2006-11-28,,227,0,
227266,TARWIN RIVER @ KOONWARRA,TARWIN R KOONWARRA,0.0,,0.0,55,408996.0,5735402.0,UTM,-38.52499336,145.95600671,WGS84,1,0.0,1,Y,N,1,2008-09-22,,227,1,"estuary, perch, bream"
227270,FOSTER CREEK @ KORUMBURRA,FOSTER CK KORUMBURRA,,,,55,394617.6,5745540.0,MGA94,-38.43219544,145.7926083,GDA94,,0.0,,N,N,1,2011-10-13,,227,0,
227271,STONY CREEK @ MEENIYAN,STONY CK @ MEENYAN,,,,55,416259.696,5726805.756,MGA94,-38.603299,146.03828700000003,GDA94,,0.0,,N,N,1,2017-04-13,,227,0,
227272,MERRIMAN CREEK @ SEASPRAY PUMP STATION,MERRIMAN CK PUMP STN,,,,55,514431.9,5754732.4,MGA94,-38.35545556,147.16517778,GDA94,,0.0,,y,Y,1,2013-09-25,,227,0,
227273,POWLETT RIVER AT MOUTH OF POWLETT ROAD,POWLETT RV AT MOUTH,,,,55,370252.5,5729481.6,MGA94,-38.57365861,145.5105533,GDA94,,0.0,,N,N,1,2016-11-03,,227,0,
228272,KANANOOK CREEK AT WELLS STREET FRANKSTON,DAKAN0098,,,,55,335272.0,5776544.0,MGA94,-38.1439,145.12,GDA94,,0.0,,N,N,1,1994-01-01,,228,0,
228273,MONBULK CREEK OFF KAROO ROAD,DAMON0031,,,,55,346796.5,5803426.7,MGA94,-37.9038,145.257,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228274,PATTERSON RIVER AT NATIONAL WATER SPORTS CNTR BANGHOLME,DAPAT0573,,,,55,337362.0,5786174.0,MGA94,-38.0576,145.146,GDA94,,0.0,,N,N,1,1994-01-01,,228,0,
228275,KACKERABOITE CREEK UPSTREAM OLD MORNINGTON ROAD,WPKAC0007,,,,55,333590.0,5773971.5,MGA94,-38.1668,145.1,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228276,KING PARROT CREEK UPSTREAM KOO WEE RUP LONGWARRY ROAD,WPKIN0070,,,,55,387635.3,5773997.3,MGA94,-38.1749,145.717,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228277,LABERTOUCHE CREEK OFF LABERTOUCHE JACKSONS TRACK,WPLAB0036,,,,55,394464.2,5785646.5,MGA94,-38.0708,145.797,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228278,LOWER GUM SCRUB CREEK AT WENN ROAD,WPLGS0036,,,,55,363956.0,5776610.0,MGA94,-38.1481,145.447,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228279,MINNIEBURN CREEK AT SOUTH ROAD,WPMIN0035,,,,55,398058.2,5767540.2,MGA94,-38.2344,145.835,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228280,MUSK CREEK UPSTREAM KOO WEE RUP LONGWARRY ROAD,WPMUS0051,,,,55,387043.2,5772575.1,MGA94,-38.1877,145.71,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228281,OLIVERS CREEK AT BAYVIEW ROAD,WPOLI0014,,,,55,342224.1,5760635.5,MGA94,-38.2885,145.196,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228282,SWEETWATER CREEK AT GRANGE ROAD,WPSWE0007,,,,55,334463.3,5774761.9,MGA94,-38.1599,145.111,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228283,WYLIES DRAIN AT BAXTER-TOORADIN ROAD,WPWYL0023,,,,55,354501.3,5771170.5,MGA94,-38.1957,145.338,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228284,MCDONALDS DRAIN AT BALLARTO ROAD,WPMCD0115,,,,55,368873.1,5775787.5,MGA94,-38.1563,145.503,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228285,ARARAT CREEK AT NAR NAR GOO LONGWARRY ROAD,WPARA0063,,,,55,376610.1,5784015.3,MGA94,-38.0832,145.593,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228286,DIAMOND CREEK AT ELLIS ROAD,WPDIA0074,,,,55,389562.0,5792003.7,MGA94,-38.0129,145.742,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228386,BALCOMBE CREEK AT NEPEAN HIGHWAY MOUNT MARTHA,BALCOMBE-MT MARTHA,,,,55,328271.5,5763052.5,MGA94,-38.2642,145.037,GDA94,,4.37,,N,N,1,,,228,0,
228388,EUMMEMERING CREEK AT WORSLEY ROAD BANGHOLME,EUMM'NG-BANGHOLM,,,,55,340284.5,5788105.4,MGA94,-38.0407,145.18,GDA94,,7.08,,N,N,1,,,228,0,
228398,FERNY CREEK UPSTREAM MONBULK CREEK KNOXFIELD,DAFER0021,,,,55,346314.2,5803473.5,MGA94,-37.9033,145.252,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
228604,CROYDON MAIN DRAIN AT BANGALOOK ROAD WALKWAY WEST-EAST,DACRO0028,,,,55,346773.1,5811114.0,MGA94,-37.8345,145.259,GDA94,,0.0,,N,N,1,2007-01-01,,228,0,
229146,STRINGYBARK CREEK AT YARRA GLEN ROAD COLDSTREAM,S'BARK @ COLDSTREAM,,,,55,357400.0,5826800.0,MGA94,-37.6949,145.383,GDA94,,0.0,,N,N,1,1973-10-18,,229,0,
229289,LITTLE YARRA RIVER AT CORDUROY ROAD,LITTLE YARRA,,,,55,377072.0,5817984.0,MGA94,-37.7772,145.604,GDA94,,0.0,,N,N,1,1998-01-01,,229,0,
229295,BRUCES CREEK AT BEECH STREET,YABRC0076,,,,55,334074.6,5846764.8,MGA94,-37.5112,145.123,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229296,CORANDERRK CREEK AT HEALESVILLE-KOO WEE RUP ROAD,YACOR0033,,,,55,369407.6,5827662.0,MGA94,-37.689,145.519,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229297,EDGARS CREEK AT MURRAY ROAD,YAEDG0039,,,,55,321674.1,5821800.1,MGA94,-37.7337,144.976,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229298,MCMAHONS CREEK AT WOODS POINT ROAD,YAMCM0059,,,,55,396958.3,5826674.6,MGA94,-37.7014,145.831,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229299,NEW CHUM CREEK AT ROAD 11 OFF MYERS CREEK ROAD,YANEW0050,,,,55,369351.1,5833771.9,MGA94,-37.6339,145.519,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229416,OLINDA CREEK UPSTREAM HULL ROAD,YAOLI0037,,,,55,355701.0,5817544.2,MGA94,-37.7781,145.361,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229417,SCOTCHMAN CREEK AT GOLFERS DRIVE,YASCO0018,,,,55,331022.8,5806195.0,MGA94,-37.8761,145.079,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229418,STARVATION CREEK UPSTREAM WOODS POINT ROAD,YASTA0047,,,,55,394258.1,5825112.3,MGA94,-37.7151,145.8,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229419,YARRA RIVER AT SPADONIS RESERVE COLDSTREAM,YAYAR2151,,,,55,354512.0,5828284.0,MGA94,-37.6811,145.35,GDA94,,0.0,,N,N,1,1994-01-01,,229,0,
229420,YARRA RIVER AT PRINCES BRIDGE,YAYAR3884,,,,55,321168.0,5812297.0,MGA94,-37.8192,144.968,GDA94,,0.0,,N,N,1,1994-01-01,,229,0,
229421,O'SHANNASSY RIVER UPSTREAM CONFLUENCE WITH YARRA,YAOSH0127,,,,55,392907.3,5825898.5,MGA94,-37.7079,145.785,GDA94,,0.0,,N,N,1,2007-01-01,,229,0,
229601,DIAMOND CREEK AT MAIN ROAD ELTHAM,DIAMOND @ ELTHAM,,,,55,336300.0,5822300.0,MGA94,-37.732,145.142,GDA94,,0.0,,N,N,1,1973-05-23,,229,0,
229671,WOORI YALLOCK CREEK UPSTREAM WARBURTON HIGHWAY,WYC-WARBURTON HWY,,,,55,368700.0,5817900.0,MGA94,-37.7768,145.509,GDA94,,0.0,,N,N,1,1989-08-31,,229,0,
229677,SHEPHERD CREEK D/S HEALESVILLE KOOWEERUP RD NANGANA,SHEPHERD CK-NANGANA,,,,55,370788.7,5807980.1,MGA94,-37.8665,145.531,GDA94,,0.0,,N,N,1,1993-05-20,,229,0,
230200,MARIBYRNONG RIVER @ KEILOR,MARIBYRNONG @ KEILOR,10.625,AHD,1303.0,55,309336.0,5822178.0,UTM,-37.72770609,144.8364761,WGS84,9,29.0,9,Y,N,1,1907-05-20,,230,0,
230202,JACKSON CREEK @ SUNBURY,JACKSON CK @ SUNBURY,182.08,AHD,337.0,55,300626.0,5838015.0,UTM,-37.58321737,144.74203564,WGS84,9,0.0,1,Y,N,1,1908-02-01,,230,0,
230204,RIDDELLS CREEK @ RIDDELLS CREEK,RIDDELLS @ RIDELLS,357.213,AHD,79.0,55,294125.0,5851007.0,UTM,-37.46477876,144.6721054,WGS84,9,0.0,1,Y,N,1,1933-09-14,,230,0,
230205,DEEP CREEK @ BULLA (D/S OF EMU CREEK JUNCT.),DEEP @ BULLA,82.82599999999998,AHD,865.0,55,305956.0,5832795.0,UTM,-37.631372,144.8009737,WGS84,9,99.0,9,Y,Y,1,1955-06-21,,230,0,
230206,JACKSON CREEK @ GISBORNE,JACKSON @ GISBORNE,418.772,AHD,96.0,55,285340.0,5849609.0,UTM,-37.47537048,144.5724432,WGS84,9,433.0,1,Y,N,1,1960-05-09,,230,0,
230209,BARRINGO CREEK @ BARRINGO (U/S OF DIVERSION),BARRINGO CREEK,0.0,ARB,6.0,55,289900.0,5856928.0,UTM,-37.41050387,144.6260551,WGS84,9,0.0,1,Y,Y,1,1966-06-16,,230,0,
230210,SALTWATER CREEK @ BULLENGAROOK,SALTWATER @ BULLEN.,463.54,AHD,39.0,55,281073.0,5849889.0,UTM,-37.47184802,144.5243124,WGS84,9,469.0,9,Y,N,1,1968-05-08,,230,0,
230213,TURRITABLE CREEK @ MOUNT MACEDON,TURRITABLE @ MACEDON,457.898,AHD,15.0,55,286273.0,5855903.0,UTM,-37.41890497,144.5848096,WGS84,9,0.0,1,Y,N,1,1970-08-24,,230,0,
230217,GARDEN HUT CREEK @ U/S OF LANCEFIELD RESERVIOR,GARDEN @ US LANCE.,,,,55,290800.0,5867700.0,AMG66,-37.31369317,144.6392591,AGD66,,0.0,,y,N,1,1977-07-20,,230,0,
230218,BOLINDA CREEK @ MOUNT ELIZA,BOLINDA @ MT. ELIZA,,,,55,295016.3,5861182.4,AMG66,-37.37333333,144.685,AGD66,1,0.0,,y,N,1,1991-11-12,,230,0,
230220,JACKSON CREEK @ CLARKFIELD,JACKSON CK CLARKF'LD,,,,55,300131.4,5848280.9,MGA94,-37.49078,144.73922,GDA94,9,0.0,,y,N,1,2004-02-18,,230,0,
230227,MAIN CREEK @ KERRIE,MAIN CK @ KERRIE,,,,55,292900.0,5858600.0,AMG66,-37.39612106,144.6603949,AGD66,,0.0,,Y,N,1,1989-12-04,,230,0,
230231,WILLIMIGONGON CK @ MT MACEDON-ANZAC RD,WILLIMIGONGON CK,,,,55,286986.4,5858152.5,MGA94,-37.39894,144.5935,GDA94,1,0.0,,Y,N,1,1992-03-23,,230,0,
230232,DEEP CREEK @ BOLINDA,DEEP CK @ BOLINDA,0.0,ARB,315.0,55,306826.0,5855493.0,UTM,-37.42711415,144.81679609999998,WGS84,9,0.0,1,Y,Y,1,1993-02-24,,230,0,
230233,JACKSON CREEK @ GISBORNE TREATMENT PLANT,JACKSON CK TREAT.PL.,,,,55,289235.5,5848322.8,MGA94,-37.48798056,144.61608059999998,GDA94,,0.0,,y,N,1,1993-03-24,,230,0,
230239,STONEY CREEK U/S ORD HILL RESERVOIR,STONEY C ORD HILL RE,,,,55,287666.4,5859697.8,MGA94,-37.38518,144.60162,GDA94,,0.0,,y,N,1,2002-04-30,,230,0,
230240,JACKSON CREEK @ SALESIAN COLLEGE SUNBURY,JACKSON CK SALESIAN,,,,55,300140.0,5839340.0,ANG,-37.57117842,144.7368969,AGD66,,0.0,,y,N,1,2004-02-13,,230,0,
230242,JACKSONS CREEK @ U/S RIDDLES CREEK RWP OUTFALL,JACKSONS CK U/S RWP,,,,55,297808.752,5849062.256,MGA94,-37.483237,144.713182,GDA94,,0.0,,N,N,1,2018-06-23,,230,0,
230243,BOLINDA CREEK PDR FLOW @ BOLINDA CREEK OFFTAKE,BOLINDA CK PDR FLOW,,,,55,293497.752,5861432.196000001,MGA94,-37.37087626,144.6679206,GDA94,,0.0,,N,N,1,,,230,0,
230244,TAYLORS CREEK AT WALKWAY DOWNSTREAM GREEN GULLY ROAD,MATAY0018,,,,55,308412.0,5822246.5,MGA94,-37.727,144.826,GDA94,,0.0,,N,N,1,2007-01-01,,230,0,
230245,JACKSONS CREEK UPSTREAM SUNBURY-RIDDELLS ROAD,MAJAC0152,,,,55,295177.3,5847962.6,MGA94,-37.4926,144.683,GDA94,,0.0,,N,N,1,2007-01-01,,230,0,
230704,BOLINDA CREEK OFFTAKE @ BOLINDA CREEK,BOLINDA CK OFFTAKE,,,,55,293497.0,5861417.8,UTM,-37.37087626,144.6679206,GDA94,,0.0,,Y,N,1,2012-01-17,,230,0,
230706,MAIN CREEK OFFTAKE @ FORSTER RESERVOIR,MAIN CK OFFTAKE,,,,55,293810.0,5855778.0,UTM,-37.42173976,144.6698799,GDA94,,0.0,,Y,N,1,2012-06-20,,230,0,
230707,PIPELINE INFLOW @ LANCEFIELD BASIN,INFLOW TO LANCEFIELD,,,,55,295703.3,5871309.2,UTM,-37.28227712,144.695542,GDA94,,0.0,,Y,N,1,2011-12-21,,230,0,
231102,CHERRY DRAIN PIPELINE AT ALTONA,YAMOO0083,,,,55,0.0,0.0,MGA94,0.0,0.0,GDA94,,0.0,,N,N,1,1966-05-30,1986-08-15 00:00:00.000,231,0,
231200,WERRIBEE RIVER @ BACCHUS MARSH,WERRIBEE @ BACCHUS,99.044,,363.0,55,273214.0,5826449.0,UTM,-37.68101727,144.4282675,WGS84,9,119.0,9,Y,Y,1,1887-04-01,,231,0,
231203,PYKES CREEK @ PYKES CREEK RESERVOIR,PYKES @ PYKES,363.746,AHD,125.0,55,261151.0,5833506.0,UTM,-37.61441958,144.2939186,WGS84,9,0.0,1,Y,N,1,1908-11-23,,231,0,
231204,WERRIBEE RIVER @ WERRIBEE DIVERSION WEIR,WERRIBEE @ DIV. WEIR,0.0,ARB,1424.0,55,292934.0,5804924.0,UTM,-37.87952634,144.6455655,WGS84,9,31.0,9,Y,Y,1,1911-02-01,,231,0,
231205,WERRIBEE RIVER @ MELTON RESERVOIR (TAIL GAUGE),WERRIBEE @ MELTON,56.745,AHD,1155.0,55,286131.0,5819552.0,UTM,-37.74622874,144.5725944,WGS84,9,77.0,9,Y,N,1,1917-01-01,,231,0,
231208,WERRIBEE RIVER @ COBBLEDICK FORD,WERRIBEE RIVER,0.0,ARB,1356.0,55,287115.0,5811348.0,UTM,-37.82033648,144.5813459,WGS84,9,0.0,1,Y,Y,1,1930-03-06,,231,0,
231211,LERDERDERG RIVER @ U/S GOODMAN CREEK JUNCTION,LERDERDERG @ GOODMAN,119.145,AHD,234.0,55,272973.0,5832020.0,UTM,-37.6307213,144.4272042,WGS84,9,134.0,9,Y,N,1,1956-05-31,,231,0,
231213,LERDERDERG RIVER @ SARDINE CREEK O'BRIEN CROSSING,LERDERDERG @ SARDINE,424.737,AHD,153.0,55,266709.0,5846786.0,UTM,-37.49627398,144.3610498,WGS84,9,0.0,1,Y,Y,1,1959-04-15,,231,0,
231214,PYRITES CREEK @ BACCHUS MARSH,PYRITES @ BACCHUS M.,,,,55,278800.0,5826600.0,AMG66,-37.68102156,144.4916016,AGD66,1,0.0,1,N,N,1,1960-05-10,,231,0,
231221,WERRIBEE RIVER @ MELTON RESERVOIR (HEAD GAUGE),WERRIBEE @ MELTON,,,,55,285838.085,5819713.046,AMG66,-37.74471,144.56932,WGS84,1,0.0,1,N,N,1,1916-07-26,,231,0,
231222,PYKES CREEK @ PYKES CREEK RESERVOIR (H.GAUGE),PYKES @ PYKES RESERV,,,,55,261232.3,5833999.2,AMG66,-37.61,144.295,AGD66,1,0.0,1,N,N,1,1911-10-01,,231,0,
231223,PYRITES CREEK @ MERRIMU RESERVOIR (HEAD GAUGE),PYRITES @ MERRIMU,,,,55,278664.1,5831892.3,AMG66,-37.63333333,144.4916667,AGD66,1,0.0,1,N,N,1,1969-09-26,,231,0,
231225,WERRIBEE RIVER @ BALLAN (U/S OLD WESTERN HWY),WERRIBEE @ BALLAN,471.951,AHD,71.0,55,257155.0,5835013.0,UTM,-37.59980544,144.2491928,WGS84,9,0.0,1,N,N,1,1973-05-15,,231,0,
231231,TOOLERN CREEK @ MELTON SOUTH,TOOLERN @ MELTON,87.031,AHD,95.0,55,286628.0,5821625.0,UTM,-37.72767696,144.5788391,WGS84,9,0.0,1,N,Y,1,1979-05-03,,231,0,
231234,PARWAN CREEK @ PARWAN,PARWAN CK @ PARWAN,0.0,ARB,159.0,55,272182.0,5821729.0,UTM,-37.72326109,144.4150992,WGS84,9,0.0,1,N,Y,1,1994-03-21,,231,0,
231236,LONG GULLY CREEK @ BLACKWOOD,LONG GULLY BLACKWOOD,,,,55,261304.068,5851132.331,ANG,-37.45576,144.30138,WGS84,1,0.0,1,y,N,1,2002-12-18,,231,0,
232200,LITTLE RIVER @ LITTLE RIVER,LITTLE @ LITTLE,24.475,AHD,417.0,55,279102.0,5796193.0,UTM,-37.95489355,144.4857478,WGS84,9,0.0,1,Y,Y,1,1887-05-16,,232,0,
232201,MOORABOOL RIVER EAST BRANCH @ BOLWARRAH WEIR,MOORABOOL R E BRANCH,0.0,GAU,0.0,55,250620.0,5839216.0,UTM,-37.56021983,144.1766797,WGS84,9,0.0,1,Y,N,1,1908-08-11,,232,0,
232202,MOORABOOL RIVER @ BATESFORD,MOORABOOL @ BATESFOR,17.11,AHD,1088.0,55,261303.0,5780762.0,UTM,-38.08931152,144.27822492,WGS84,9,29.0,9,Y,Y,1,1908-01-01,,232,0,
232204,MOORABOOL RIVER @ MORRISONS,MOORABOOL @ MORRISON,297.501,AHD,575.0,55,245135.0,5816426.0,UTM,-37.76387236,144.1066954,WGS84,9,0.0,1,Y,Y,1,1906-05-20,,232,0,
232209,MOORABOOL RIVER @ SHEOAKS,MOORABOOL R SHEOAKS,0.0,,0.0,55,247126.0,5801699.0,UTM,-37.89699396,144.1241264,WGS84,9,0.0,0,Y,N,1,1967-01-09,,232,0,
232210,MOORABOOL RIVER WEST BRANCH @ LAL LAL,MOORABOOL @ LAL LAL,0.0,ARB,83.0,55,239028.0,5829646.0,UTM,-37.64315379,144.0421875,WGS84,9,488.0,9,Y,Y,1,1967-03-22,,232,0,
232211,MOORABOOL RIVER WEST BRANCH @ MOUNT DORAN,MOORABOOL @ DORAN,0.0,ARB,292.0,55,243845.0,5822217.0,UTM,-37.71138352,144.0941083,WGS84,9,0.0,1,Y,N,1,1970-06-26,,232,0,
232213,LAL LAL CREEK @ U/S OF BUNGAL DAM,LAL LAL @ BUNGAL DAM,,,,55,238334.4,5828343.5,MGA94,-37.65468056,144.0338694,GDA94,9,470.0,9,y,N,1,1977-06-06,,232,0,
232214,BLACK CREEK @ U/S OF BUNGAL DAM,BLACK @ BUNGAL DAM,,,,55,240761.878,5831181.811,AMG66,-37.62982,144.06236,WGS84,1,0.0,1,N,N,1,1977-06-06,,232,0,
232215,WOOLLEN CREEK @ U/S OF BUNGAL DAM,WOOLLEN @ BUNGAL DAM,,,,55,242400.0,5830800.0,AMG66,-37.6337175,144.08076619999997,AGD66,1,0.0,1,N,N,1,1977-06-06,,232,0,
232217,MOORABOOL R WEST BRANCH @ MOORABOOL RESERVOIR HG,MOORABOOL WB RES HG,,,,55,242346.9,5843944.3,MGA94,-37.51551006,144.0847696,GDA94,9,0.0,1,N,N,1,2009-07-15,,232,0,
232219,LAL LAL CREEK @ BEALES RESERVOIR,LAL LAL C BEALES RES,,,,55,237294.0,5840891.0,ANG,-37.54143987,144.0265923,GDA94,1,595.0,1,N,N,1,2007-12-20,,232,0,
232220,LAL LAL CREEK @ WILSON RESERVOIR H.G.,LAL LAL C WILSON RES,,,,55,236428.0,5843881.0,ANG,-37.51427871,144.0178753,GDA94,1,618.0,1,N,N,1,2007-12-18,,232,0,
232221,MOORABOOL RIVER EAST BRANCH @ BOSTOC RESERVOIR,BOSTOCK RES. H.G.,0.0,,0.0,55,251646.0,5834163.0,UTM,-37.60598718,144.1865698,WGS84,9,0.0,1,Y,N,1,2001-05-30,,232,0,
232222,WEST MOORABOOL RIVER @ LAL LAL RES. H.G.,LAL LAL RES. H.G.,,,,55,241982.0,5826002.0,UTM,-37.67679004,144.0743393,WGS84,9,0.0,1,N,N,1,2007-12-07,,232,0,
232223,FRAWLEY CREEK @ U/S WILSON RESERVOIR,FRAWLEY CK WILSON RS,,,,55,235899.488,5844902.808,AMG66,-37.50493,144.01227,WGS84,1,0.0,1,N,N,1,1995-06-20,,232,0,
232224,SLATER CREEK @ U/S WILSON RESERVOIR,SLATER CK WILSON RES,0.0,ARB,0.0,55,236987.406,5844840.656,,-37.5058,144.02454,WGS84,1,0.0,1,Y,N,1,1995-06-22,,232,0,
232225,MAHARS CREEK @ U/S WILSON RESERVOIR,MAHARS CK @ U/S WILS,0.0,ARB,0.0,55,236563.539,5845201.617,,-37.50243,144.01988,WGS84,1,0.0,1,y,N,1,1995-09-28,,232,0,
232227,MOORABOOL RIVER @ SHEOAKS DIVERSION WEIR,MOORABOOL R SHEOAKS,0.0,GAU,0.0,55,247482.0,5801917.0,UTM,-37.89513041,144.1282468,WGS84,9,0.0,0,Y,N,1,2000-07-25,,232,0,
232228,STONEY CREEK @ UPPER STONEY RESERVOIR SPILLWAY,UPPER STONEY RES,0.0,AHD,0.0,55,254341.0,5810501.0,UTM,-37.81973082,144.2090816,WGS84,9,0.0,0,Y,N,1,2000-07-25,,232,0,
232230,EAST MOORABOOL RIVER @ KORWEINGUBOORA RES H.G.,KORWEINGUBOORA RES.,0.0,,0.0,55,248130.0,5844919.0,UTM,-37.50820188,144.1504771,WGS84,9,0.0,0,Y,N,1,1983-01-01,,232,0,
232231,EAST MOORABOOL RIVER @ KORWEINGUBOORA RES P.D.R.,KORWEINGUBOORA PDR,0.0,,0.0,55,248292.0,5844868.0,UTM,-37.50870519,144.1522903,WGS84,9,0.0,0,Y,N,1,2000-07-25,,232,0,
232232,EAST MOORABOOL RIVER @ BOSTOCK RES (COMPENSATION WEIR),BOSTOCK RES COMPWEIR,0.0,GAU,0.0,55,251802.0,5834033.0,UTM,-37.60719962,144.188291,WGS84,9,0.0,0,Y,N,1,2000-07-25,,232,0,
232233,PADDOCK CREEK U/S BOSTOCK RES,PADDOCK C U/S BOSTOC,0.0,,0.0,55,249486.0,5835467.0,UTM,-37.59366238,144.1625743,WGS84,9,0.0,1,Y,N,1,2000-08-04,,232,0,
